trip_id,"arrival_time","departure_time",stop_id,stop_sequence,"stop_headsign",pickup_type
294400173,"06:30:00","06:30:00",131,1,"Lancaster",0
294400173,"06:41:00","06:41:00",98,2,"Lancaster",0
294400173,"06:47:00","06:47:00",86,3,"Lancaster",0
294400173,"06:52:00","06:52:00",128,4,"Lancaster",0
294400173,"06:59:00","06:59:00",129,5,"Lancaster",0
294400173,"07:18:00","07:18:00",107,6,"Lancaster",0
294400173,"07:25:00","07:25:00",126,7,"Lancaster",0
294400173,"07:31:00","07:31:00",117,8,"Lancaster",0
294400173,"08:10:00","08:10:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400173,"08:20:00","08:20:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400173,"08:40:00","08:40:00",102,11,"Lancaster",0
294400174,"07:30:00","07:30:00",131,1,"Via Princessa",0
294400174,"07:40:00","07:40:00",98,2,"Via Princessa",0
294400174,"07:46:00","07:46:00",86,3,"Via Princessa",0
294400174,"07:52:00","07:52:00",128,4,"Via Princessa",0
294400174,"08:00:00","08:00:00",129,5,"Via Princessa",0
294400174,"08:17:00","08:17:00",107,6,"Via Princessa. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400174,"08:24:00","08:24:00",126,7,"Via Princessa. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400174,"08:40:00","08:40:00",117,8,"Via Princessa",0
294400175,"08:30:00","08:30:00",131,1,"Lancaster",0
294400175,"08:41:00","08:41:00",98,2,"Lancaster",0
294400175,"08:47:00","08:47:00",86,3,"Lancaster",0
294400175,"08:53:00","08:53:00",128,4,"Lancaster",0
294400175,"09:01:00","09:01:00",129,5,"Lancaster",0
294400175,"09:15:00","09:15:00",107,6,"Lancaster",0
294400175,"09:23:00","09:23:00",126,7,"Lancaster",0
294400175,"09:29:00","09:29:00",117,8,"Lancaster",0
294400175,"10:10:00","10:10:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400175,"10:20:00","10:20:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400175,"10:40:00","10:40:00",102,11,"Lancaster",0
294400181,"09:20:00","09:20:00",131,1,"Lancaster",0
294400181,"09:30:00","09:30:00",98,2,"Lancaster",0
294400181,"09:36:00","09:36:00",86,3,"Lancaster",0
294400181,"09:42:00","09:42:00",128,4,"Lancaster",0
294400181,"09:50:00","09:50:00",129,5,"Lancaster",0
294400181,"10:03:00","10:03:00",107,6,"Lancaster",0
294400181,"10:11:00","10:11:00",126,7,"Lancaster",0
294400181,"10:30:00","10:30:00",117,8,"Lancaster",0
294300171,"13:30:00","13:30:00",102,1,"L. A. Union Station",0
294300171,"13:39:00","13:39:00",114,2,"L. A. Union Station",0
294400182,"13:06:00","13:06:00",114,10,"Lancaster",0
294400182,"13:20:00","13:20:00",102,11,"Lancaster",0
294400182,"12:56:00","12:56:00",134,9,"Lancaster",0
294400182,"11:20:00","11:20:00",131,1,"Via Princessa",0
294400182,"11:30:00","11:30:00",98,2,"Via Princessa",0
294400182,"11:36:00","11:36:00",86,3,"Via Princessa",0
294400182,"11:42:00","11:42:00",128,4,"Via Princessa",0
294400182,"11:50:00","11:50:00",129,5,"Via Princessa",0
294400182,"12:04:00","12:04:00",107,6,"Via Princessa. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400182,"12:12:00","12:12:00",126,7,"Via Princessa. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400182,"12:18:00","12:18:00",117,8,"Via Princessa",0
294400183,"12:00:00","12:00:00",131,1,"Lancaster",0
294400183,"12:10:00","12:10:00",98,2,"Lancaster",0
294400183,"12:16:00","12:16:00",86,3,"Lancaster",0
294400183,"12:22:00","12:22:00",128,4,"Lancaster",0
294400183,"12:31:00","12:31:00",129,5,"Lancaster",0
294400183,"12:44:00","12:44:00",107,6,"Lancaster",0
294400183,"12:51:00","12:51:00",126,7,"Lancaster",0
294400183,"13:05:00","13:05:00",117,8,"Lancaster",0
200000027,"10:55:00","10:55:00",90,7,"San Bernardino",0
200000027,"10:58:00","10:58:00",104,8,"San Bernardino",0
200000027,"10:40:00","10:40:00",92,5,"San Bernardino",0
200000027,"10:51:00","10:51:00",116,6,"San Bernardino",0
200000027,"10:33:00","10:33:00",83,4,"San Bernardino",0
294400184,"13:55:00","13:55:00",131,1,"Santa Clarita",0
294400184,"14:05:00","14:05:00",98,2,"Santa Clarita",0
294400184,"14:11:00","14:11:00",86,3,"Santa Clarita",0
294400184,"14:17:00","14:17:00",128,4,"Santa Clarita",0
294400184,"14:25:00","14:25:00",129,5,"Santa Clarita",0
294400184,"14:38:00","14:38:00",107,6,"Santa Clarita. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400184,"14:45:00","14:45:00",126,7,"Santa Clarita",0
294400185,"15:45:00","15:45:00",131,1,"Lancaster",0
294400185,"15:55:00","15:55:00",98,2,"Lancaster",0
294400185,"16:01:00","16:01:00",86,3,"Lancaster",0
294400185,"16:07:00","16:07:00",128,4,"Lancaster",0
294400185,"16:16:00","16:16:00",129,5,"Lancaster",0
294400185,"16:29:00","16:29:00",107,6,"Lancaster",0
294400185,"16:36:00","16:36:00",126,7,"Lancaster",0
294400185,"16:42:00","16:42:00",117,8,"Lancaster",0
294400185,"17:19:00","17:19:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400185,"17:30:00","17:30:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400185,"17:50:00","17:50:00",102,11,"Lancaster",0
294401002,"17:35:00","17:35:00",131,1,"Palmdale",0
294401002,"17:49:00","17:49:00",86,3,"Palmdale",0
294401002,"18:02:00","18:02:00",129,5,"Palmdale",0
294401002,"18:22:00","18:22:00",126,7,"Palmdale. ATTN: Train may leave up to five minutes ahead of schedule.",0
294401002,"19:08:00","19:08:00",114,10,"Palmdale",0
294400186,"16:00:00","16:00:00",131,1,"Lancaster",0
294400186,"16:10:00","16:10:00",98,2,"Lancaster",0
294400186,"16:16:00","16:16:00",86,3,"Lancaster",0
294400186,"16:22:00","16:22:00",128,4,"Lancaster",0
294400186,"16:30:00","16:30:00",129,5,"Lancaster",0
294400186,"16:43:00","16:43:00",107,6,"Lancaster",0
294400186,"16:55:00","16:55:00",126,7,"Lancaster",0
294400187,"16:45:00","16:45:00",131,1,"Lancaster",0
294400187,"16:55:00","16:55:00",98,2,"Lancaster",0
294400187,"17:01:00","17:01:00",86,3,"Lancaster",0
294400187,"17:07:00","17:07:00",128,4,"Lancaster",0
294400187,"17:15:00","17:15:00",129,5,"Lancaster",0
294400187,"17:34:00","17:34:00",107,6,"Lancaster",0
294400187,"17:41:00","17:41:00",126,7,"Lancaster",0
294400187,"17:48:00","17:48:00",117,8,"Lancaster",0
294400187,"18:25:00","18:25:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400187,"18:35:00","18:35:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400187,"18:55:00","18:55:00",102,11,"Lancaster",0
294400188,"17:50:00","17:50:00",131,1,"Lancaster",0
294400188,"18:00:00","18:00:00",98,2,"Lancaster",0
294400188,"18:06:00","18:06:00",86,3,"Lancaster",0
294400188,"18:12:00","18:12:00",128,4,"Lancaster",0
294400188,"18:20:00","18:20:00",129,5,"Lancaster",0
294400188,"18:33:00","18:33:00",107,6,"Lancaster",0
294400188,"18:41:00","18:41:00",126,7,"Lancaster",0
294400188,"18:47:00","18:47:00",117,8,"Lancaster",0
294400188,"19:21:00","19:21:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400188,"19:32:00","19:32:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400188,"19:56:00","19:56:00",102,11,"Lancaster",0
294400189,"18:30:00","18:30:00",131,1,"Lancaster",0
294400189,"18:40:00","18:40:00",98,2,"Lancaster",0
294400189,"18:46:00","18:46:00",86,3,"Lancaster",0
294400189,"18:52:00","18:52:00",128,4,"Lancaster",0
294400189,"19:00:00","19:00:00",129,5,"Lancaster",0
294400189,"19:13:00","19:13:00",107,6,"Lancaster",0
294400189,"19:20:00","19:20:00",126,7,"Lancaster",0
294400189,"19:26:00","19:26:00",117,8,"Lancaster",0
294400189,"20:03:00","20:03:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400189,"20:13:00","20:13:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294400189,"20:32:00","20:32:00",102,11,"Lancaster",0
294600701,"08:45:00","08:45:00",131,1,"Lancaster",0
294600701,"08:55:00","08:55:00",98,2,"Lancaster",0
294600701,"09:02:00","09:02:00",86,3,"Lancaster",0
294600701,"09:08:00","09:08:00",128,4,"Lancaster",0
294600701,"09:16:00","09:16:00",129,5,"Lancaster",0
294600701,"09:30:00","09:30:00",107,6,"Lancaster",0
294600701,"09:38:00","09:38:00",126,7,"Lancaster",0
294600701,"09:44:00","09:44:00",117,8,"Lancaster",0
294600701,"10:25:00","10:25:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600701,"10:36:00","10:36:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600701,"10:55:00","10:55:00",102,11,"Lancaster",0
294600204,"11:40:00","11:40:00",131,1,"Lancaster",0
294600204,"11:50:00","11:50:00",98,2,"Lancaster",0
294600204,"11:57:00","11:57:00",86,3,"Lancaster",0
294600204,"12:03:00","12:03:00",128,4,"Lancaster",0
294600204,"12:11:00","12:11:00",129,5,"Lancaster",0
294600204,"12:25:00","12:25:00",107,6,"Lancaster",0
294600204,"12:33:00","12:33:00",126,7,"Lancaster",0
294600204,"12:39:00","12:39:00",117,8,"Lancaster",0
294600204,"13:23:00","13:23:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600204,"13:33:00","13:33:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600204,"13:50:00","13:50:00",102,11,"Lancaster",0
294600206,"14:15:00","14:15:00",131,1,"Lancaster",0
294600206,"14:25:00","14:25:00",98,2,"Lancaster",0
294600206,"14:32:00","14:32:00",86,3,"Lancaster",0
294600206,"14:38:00","14:38:00",128,4,"Lancaster",0
294600206,"14:46:00","14:46:00",129,5,"Lancaster",0
294600206,"15:00:00","15:00:00",107,6,"Lancaster",0
294600206,"15:08:00","15:08:00",126,7,"Lancaster",0
294600206,"15:13:00","15:13:00",117,8,"Lancaster",0
294600206,"15:52:00","15:52:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600206,"16:01:00","16:01:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600206,"16:20:00","16:20:00",102,11,"Lancaster",0
294600742,"15:50:00","15:50:00",131,1,"Lancaster",0
294600742,"16:00:00","16:00:00",98,2,"Lancaster",0
294600742,"16:07:00","16:07:00",86,3,"Lancaster",0
294600742,"16:13:00","16:13:00",128,4,"Lancaster",0
294600742,"16:21:00","16:21:00",129,5,"Lancaster",0
294600742,"16:35:00","16:35:00",107,6,"Lancaster",0
294600742,"16:43:00","16:43:00",126,7,"Lancaster",0
294600742,"16:49:00","16:49:00",117,8,"Lancaster",0
294600742,"17:27:00","17:27:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600742,"17:38:00","17:38:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600742,"17:55:00","17:55:00",102,11,"Lancaster",0
294600744,"17:25:00","17:25:00",131,1,"Lancaster",0
294600744,"17:35:00","17:35:00",98,2,"Lancaster",0
294600744,"17:42:00","17:42:00",86,3,"Lancaster",0
294600744,"17:48:00","17:48:00",128,4,"Lancaster",0
294600744,"17:56:00","17:56:00",129,5,"Lancaster",0
294600744,"18:10:00","18:10:00",107,6,"Lancaster",0
294600744,"18:18:00","18:18:00",126,7,"Lancaster",0
294600744,"18:24:00","18:24:00",117,8,"Lancaster",0
294600744,"19:02:00","19:02:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600744,"19:14:00","19:14:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600744,"19:25:00","19:25:00",102,11,"Lancaster",0
294600746,"20:55:00","20:55:00",131,1,"Lancaster",0
294600746,"21:05:00","21:05:00",98,2,"Lancaster",0
294600746,"21:12:00","21:12:00",86,3,"Lancaster",0
294600746,"21:18:00","21:18:00",128,4,"Lancaster",0
294600746,"21:26:00","21:26:00",129,5,"Lancaster",0
294600746,"21:40:00","21:40:00",107,6,"Lancaster",0
294600746,"21:48:00","21:48:00",126,7,"Lancaster",0
294600746,"21:54:00","21:54:00",117,8,"Lancaster",0
294600746,"22:32:00","22:32:00",134,9,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600746,"22:43:00","22:43:00",114,10,"Lancaster. ATTN: Train may leave up to five minutes ahead of schedule.",0
294600746,"23:00:00","23:00:00",102,11,"Lancaster",0
295100222,"04:06:00","04:06:00",122,2,"L. A. Union Station",0
295100222,"04:12:00","04:12:00",119,3,"L. A. Union Station",0
295100222,"04:17:00","04:17:00",96,4,"L. A. Union Station",0
295100222,"04:24:00","04:24:00",118,5,"L. A. Union Station",0
295100222,"04:31:00","04:31:00",132,6,"L. A. Union Station",0
295100222,"04:36:00","04:36:00",104,7,"L. A. Union Station",0
295100222,"04:39:00","04:39:00",90,8,"L. A. Union Station",0
295100222,"04:43:00","04:43:00",116,9,"L. A. Union Station",0
295100222,"04:52:00","04:52:00",92,10,"L. A. Union Station",0
295100222,"04:58:00","04:58:00",83,11,"L. A. Union Station",0
295100222,"05:07:00","05:07:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100222,"05:17:00","05:17:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100222,"05:30:00","05:30:00",131,14,"L. A. Union Station",0
295100223,"04:52:00","04:52:00",122,2,"L. A. Union Station",0
295100223,"04:58:00","04:58:00",119,3,"L. A. Union Station",0
295100223,"05:03:00","05:03:00",96,4,"L. A. Union Station",0
295100223,"05:11:00","05:11:00",118,5,"L. A. Union Station",0
295100223,"05:18:00","05:18:00",132,6,"L. A. Union Station",0
295100223,"05:23:00","05:23:00",104,7,"L. A. Union Station",0
295100223,"05:26:00","05:26:00",90,8,"L. A. Union Station",0
295100223,"05:30:00","05:30:00",116,9,"L. A. Union Station",0
295100223,"05:39:00","05:39:00",92,10,"L. A. Union Station",0
295100223,"05:45:00","05:45:00",83,11,"L. A. Union Station",0
295100223,"05:54:00","05:54:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100223,"06:05:00","06:05:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100223,"06:20:00","06:20:00",131,14,"L. A. Union Station. ATTN: Train 303 continues from Los Angeles Union Station as Orange County Line train 682 to Laguna Niguel/Mission Viejo. See Orange County Line timetable for details.",0
295100226,"05:10:00","05:10:00",122,2,"L. A. Union Station",0
295100226,"05:17:00","05:17:00",119,3,"L. A. Union Station",0
295100226,"05:23:00","05:23:00",96,4,"L. A. Union Station",0
295100226,"05:32:00","05:32:00",118,5,"L. A. Union Station",0
295100226,"05:39:00","05:39:00",132,6,"L. A. Union Station",0
295100226,"05:44:00","05:44:00",104,7,"L. A. Union Station",0
295100226,"05:47:00","05:47:00",90,8,"L. A. Union Station",0
295100226,"05:52:00","05:52:00",116,9,"L. A. Union Station",0
295100226,"06:08:00","06:08:00",92,10,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100226,"06:22:00","06:22:00",83,11,"L. A. Union Station",0
295100226,"06:32:00","06:32:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100226,"06:43:00","06:43:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100226,"07:00:00","07:00:00",131,14,"L. A. Union Station",0
295101003,"05:40:00","05:40:00",122,2,"L. A. Union Station",0
295101003,"05:53:00","05:53:00",118,5,"L. A. Union Station",0
295101003,"06:14:00","06:14:00",92,10,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295101003,"06:45:00","06:45:00",131,14,"L. A. Union Station",0
295100228,"05:52:00","05:52:00",122,2,"L. A. Union Station",0
295100228,"05:58:00","05:58:00",119,3,"L. A. Union Station",0
295100228,"06:03:00","06:03:00",96,4,"L. A. Union Station",0
295100228,"06:11:00","06:11:00",118,5,"L. A. Union Station",0
295100228,"06:18:00","06:18:00",132,6,"L. A. Union Station",0
295100228,"06:23:00","06:23:00",104,7,"L. A. Union Station",0
295100228,"06:26:00","06:26:00",90,8,"L. A. Union Station",0
295100228,"06:30:00","06:30:00",116,9,"L. A. Union Station",0
295100228,"06:39:00","06:39:00",92,10,"L. A. Union Station",0
295100228,"06:45:00","06:45:00",83,11,"L. A. Union Station",0
295100228,"06:54:00","06:54:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100228,"07:05:00","07:05:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100228,"07:20:00","07:20:00",131,14,"L. A. Union Station",0
295100230,"06:12:00","06:12:00",122,2,"L. A. Union Station",0
295100230,"06:18:00","06:18:00",119,3,"L. A. Union Station",0
295100230,"06:23:00","06:23:00",96,4,"L. A. Union Station",0
295100230,"06:31:00","06:31:00",118,5,"L. A. Union Station",0
295100230,"06:38:00","06:38:00",132,6,"L. A. Union Station",0
295100230,"06:43:00","06:43:00",104,7,"L. A. Union Station",0
295100230,"06:46:00","06:46:00",90,8,"L. A. Union Station",0
295100230,"06:50:00","06:50:00",116,9,"L. A. Union Station",0
295100230,"07:01:00","07:01:00",92,10,"L. A. Union Station",0
295100230,"07:07:00","07:07:00",83,11,"L. A. Union Station",0
295100230,"07:16:00","07:16:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100230,"07:27:00","07:27:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100230,"07:42:00","07:42:00",131,14,"L. A. Union Station",0
295100232,"06:30:00","06:30:00",122,2,"L. A. Union Station",0
295100232,"06:36:00","06:36:00",119,3,"L. A. Union Station",0
295100232,"06:41:00","06:41:00",96,4,"L. A. Union Station",0
295100232,"06:49:00","06:49:00",118,5,"L. A. Union Station",0
295100232,"06:56:00","06:56:00",132,6,"L. A. Union Station",0
295100232,"07:01:00","07:01:00",104,7,"L. A. Union Station",0
295100232,"07:04:00","07:04:00",90,8,"L. A. Union Station",0
295100232,"07:08:00","07:08:00",116,9,"L. A. Union Station",0
295100232,"07:17:00","07:17:00",92,10,"L. A. Union Station",0
295100232,"07:23:00","07:23:00",83,11,"L. A. Union Station",0
295100232,"07:32:00","07:32:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100232,"07:43:00","07:43:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100232,"08:00:00","08:00:00",131,14,"L. A. Union Station",0
295100234,"06:52:00","06:52:00",122,2,"L. A. Union Station",0
295100234,"06:58:00","06:58:00",119,3,"L. A. Union Station",0
295100234,"07:03:00","07:03:00",96,4,"L. A. Union Station",0
295100234,"07:11:00","07:11:00",118,5,"L. A. Union Station",0
295100234,"07:18:00","07:18:00",132,6,"L. A. Union Station",0
295100234,"07:23:00","07:23:00",104,7,"L. A. Union Station",0
295100234,"07:26:00","07:26:00",90,8,"L. A. Union Station",0
295100234,"07:30:00","07:30:00",116,9,"L. A. Union Station",0
295100234,"07:39:00","07:39:00",92,10,"L. A. Union Station",0
295100234,"07:45:00","07:45:00",83,11,"L. A. Union Station",0
295100234,"07:54:00","07:54:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100234,"08:05:00","08:05:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100234,"08:20:00","08:20:00",131,14,"L. A. Union Station. ATTN: Train 313 continues from Los Angeles Union Station as Burbank-Bob Hope Airport Line train 907 to Burbank-Bob Hope Airport.  See Burbank-Bob Hope Airport Line timetable for details.",0
295100236,"07:10:00","07:10:00",122,2,"L. A. Union Station",0
295100236,"07:16:00","07:16:00",119,3,"L. A. Union Station",0
295100236,"07:21:00","07:21:00",96,4,"L. A. Union Station",0
295100236,"07:29:00","07:29:00",118,5,"L. A. Union Station",0
295100236,"07:36:00","07:36:00",132,6,"L. A. Union Station",0
295100236,"07:41:00","07:41:00",104,7,"L. A. Union Station",0
295100236,"07:44:00","07:44:00",90,8,"L. A. Union Station",0
295100236,"07:48:00","07:48:00",116,9,"L. A. Union Station",0
295100236,"07:57:00","07:57:00",92,10,"L. A. Union Station",0
295100236,"08:03:00","08:03:00",83,11,"L. A. Union Station",0
295100236,"08:12:00","08:12:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100236,"08:23:00","08:23:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100236,"08:40:00","08:40:00",131,14,"L. A. Union Station",0
295100238,"08:15:00","08:15:00",122,2,"L. A. Union Station",0
295100238,"08:21:00","08:21:00",119,3,"L. A. Union Station",0
295100238,"08:26:00","08:26:00",96,4,"L. A. Union Station",0
295100238,"08:34:00","08:34:00",118,5,"L. A. Union Station",0
295100238,"08:41:00","08:41:00",132,6,"L. A. Union Station",0
295100238,"08:46:00","08:46:00",104,7,"L. A. Union Station",0
295100238,"08:49:00","08:49:00",90,8,"L. A. Union Station",0
295100238,"08:53:00","08:53:00",116,9,"L. A. Union Station",0
295100238,"09:02:00","09:02:00",92,10,"L. A. Union Station",0
295100238,"09:08:00","09:08:00",83,11,"L. A. Union Station",0
295100238,"09:20:00","09:20:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100238,"09:31:00","09:31:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100238,"09:45:00","09:45:00",131,14,"L. A. Union Station",0
295100240,"09:50:00","09:50:00",122,2,"L. A. Union Station",0
295100240,"09:56:00","09:56:00",119,3,"L. A. Union Station",0
295100240,"10:01:00","10:01:00",96,4,"L. A. Union Station",0
295100240,"10:09:00","10:09:00",118,5,"L. A. Union Station",0
295100240,"10:16:00","10:16:00",132,6,"L. A. Union Station",0
295100240,"10:21:00","10:21:00",104,7,"L. A. Union Station",0
295100240,"10:24:00","10:24:00",90,8,"L. A. Union Station",0
295100240,"10:28:00","10:28:00",116,9,"L. A. Union Station",0
295100240,"10:37:00","10:37:00",92,10,"L. A. Union Station",0
295100240,"10:43:00","10:43:00",83,11,"L. A. Union Station",0
295100240,"10:52:00","10:52:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100240,"11:04:00","11:04:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100240,"11:30:00","11:30:00",131,14,"L. A. Union Station",0
295100242,"11:00:00","11:00:00",122,2,"L. A. Union Station",0
295100242,"11:06:00","11:06:00",119,3,"L. A. Union Station",0
295100242,"11:11:00","11:11:00",96,4,"L. A. Union Station",0
295100242,"11:19:00","11:19:00",118,5,"L. A. Union Station",0
295100242,"11:26:00","11:26:00",132,6,"L. A. Union Station",0
295100242,"11:31:00","11:31:00",104,7,"L. A. Union Station",0
295100242,"11:34:00","11:34:00",90,8,"L. A. Union Station",0
295100242,"11:38:00","11:38:00",116,9,"L. A. Union Station",0
295100242,"11:47:00","11:47:00",92,10,"L. A. Union Station",0
295100242,"11:53:00","11:53:00",83,11,"L. A. Union Station",0
295100242,"12:02:00","12:02:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100242,"12:13:00","12:13:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100242,"12:35:00","12:35:00",131,14,"L. A. Union Station",0
295100246,"13:00:00","13:00:00",122,2,"L. A. Union Station",0
295100246,"13:06:00","13:06:00",119,3,"L. A. Union Station",0
295100246,"13:11:00","13:11:00",96,4,"L. A. Union Station",0
295100246,"13:19:00","13:19:00",118,5,"L. A. Union Station",0
295100246,"13:26:00","13:26:00",132,6,"L. A. Union Station",0
295100246,"13:31:00","13:31:00",104,7,"L. A. Union Station",0
295100246,"13:34:00","13:34:00",90,8,"L. A. Union Station",0
295100246,"13:38:00","13:38:00",116,9,"L. A. Union Station",0
295100246,"13:47:00","13:47:00",92,10,"L. A. Union Station",0
295100246,"13:53:00","13:53:00",83,11,"L. A. Union Station",0
295100246,"14:02:00","14:02:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100246,"14:13:00","14:13:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100246,"14:35:00","14:35:00",131,14,"L. A. Union Station",0
295100248,"14:00:00","14:00:00",122,2,"L. A. Union Station",0
295100248,"14:06:00","14:06:00",119,3,"L. A. Union Station",0
295100248,"14:11:00","14:11:00",96,4,"L. A. Union Station",0
295100248,"14:19:00","14:19:00",118,5,"L. A. Union Station",0
295100248,"14:26:00","14:26:00",132,6,"L. A. Union Station",0
295100248,"14:31:00","14:31:00",104,7,"L. A. Union Station",0
295100248,"14:34:00","14:34:00",90,8,"L. A. Union Station",0
295100248,"14:38:00","14:38:00",116,9,"L. A. Union Station",0
295100248,"14:47:00","14:47:00",92,10,"L. A. Union Station",0
295100248,"14:53:00","14:53:00",83,11,"L. A. Union Station",0
295100248,"15:02:00","15:02:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100248,"15:13:00","15:13:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100248,"15:35:00","15:35:00",131,14,"L. A. Union Station",0
220000001,"16:25:00","16:25:00",101,11,"San Juan Capistrano. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100250,"15:00:00","15:00:00",122,2,"L. A. Union Station",0
295100250,"15:06:00","15:06:00",119,3,"L. A. Union Station",0
295100250,"15:11:00","15:11:00",96,4,"L. A. Union Station",0
295100250,"15:19:00","15:19:00",118,5,"L. A. Union Station",0
295100250,"15:26:00","15:26:00",132,6,"L. A. Union Station",0
295100250,"15:31:00","15:31:00",104,7,"L. A. Union Station",0
295100250,"15:34:00","15:34:00",90,8,"L. A. Union Station",0
295100250,"15:38:00","15:38:00",116,9,"L. A. Union Station",0
295100250,"15:47:00","15:47:00",92,10,"L. A. Union Station",0
295100250,"15:53:00","15:53:00",83,11,"L. A. Union Station",0
295100250,"16:12:00","16:12:00",95,12,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100250,"16:37:00","16:37:00",87,13,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100250,"16:55:00","16:55:00",131,14,"L. A. Union Station",0
295100252,"16:00:00","16:00:00",122,2,"L. A. Union Station",0
295100252,"16:06:00","16:06:00",119,3,"L. A. Union Station",0
295100252,"16:11:00","16:11:00",96,4,"L. A. Union Station",0
295100252,"16:19:00","16:19:00",118,5,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100252,"16:26:00","16:26:00",132,6,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
295100252,"16:31:00","16:31:00",104,7,"L. A. Union Station. ATTN: Train may leave up to five minutes ahead of schedule.",0
